id,degree_id,name,surname,date_of_birth,fiscal_code,enrolment_date,registration_number,email
370,27,Demian,Russo,1996-03-08,QXRUSF09M03I689V,2019-01-25,620402,grazia18@lombardo.com
371,63,Augusto,Negri,1999-07-12,ZITAVS19W29C500Z,2019-07-17,620403,rizzo.osea@palmieri.it
375,42,Italo,Sala,1999-08-29,XARLBW76Q03R821R,2021-05-05,620407,noemi.gallo@yahoo.it
376,9,Gilda,Riva,1996-03-26,RNGQEQ23N06C467T,2020-03-27,620408,ruggiero.elio@fontana.com
378,36,Ruth,Palumbo,1996-07-08,FKAIYQ02A51S909W,2021-04-10,620410,marchetti.giacinta@desantis.net
381,41,Sasha,Martini,1995-09-08,KSFIOH44T91E288R,2019-05-10,620413,ingrid.silvestri@mazza.com
383,11,Clodovea,Palmieri,1997-10-03,WUOAQN36E56F096X,2020-12-24,620415,radio.parisi@mancini.net
386,28,Flavio,D'amico,2000-08-02,RXPYRX23S03Y298V,2020-12-09,620418,gioacchino11@sala.it
391,1,Kai,Costantini,1998-12-16,SKZZFM47V58S340W,2021-01-17,620423,davide37@ferrara.net
393,59,Hector,Sartori,1997-03-31,NLBIMO73Z02T464U,2021-04-24,620425,silvestri.soriana@gmail.com
394,73,Quarto,Testa,1998-11-13,UTUKXL58S43U011J,2020-10-29,620426,gaetano87@yahoo.com
415,69,Italo,Farina,2000-01-12,OWAAJW72W35P482T,2020-04-21,620447,rosalba58@gentile.it
416,50,Danthon,Conti,1996-05-16,XSPKVY56N96X940F,2019-06-05,620448,ilario.neri@deangelis.it
419,30,Germano,Rizzi,1996-01-23,ZYGJQK06R71N962Q,2020-07-03,620451,pellegrino.jole@hotmail.com
420,53,Genziana,Pellegrino,1999-03-18,NAMGNB70M93D630K,2021-03-09,620452,quirino.pellegrino@piras.it
423,5,Emanuel,Neri,1995-11-10,KUVYNP15E03U101T,2020-07-10,620455,baldassarre.milani@basile.it
426,69,Maria,Romano,1999-02-24,NFOYOT44F22O180Q,2019-07-16,620458,tolomeo67@rinaldi.org
434,22,Elga,Palmieri,1997-05-22,ITMZYF94H47Q887Q,2018-10-28,620466,greco.nico@piras.com
436,69,Harry,Testa,2000-04-03,GDFMGK09N76D432U,2020-01-19,620468,guendalina93@yahoo.it
437,60,Nunzia,Rizzo,2000-11-03,OKYEUJ61R87W771N,2019-04-06,620469,rosaria.montanari@messina.org
446,19,Vienna,Amato,1999-05-24,TJKUVT75W72M851H,2020-12-13,620478,mariapia.barbieri@caputo.com
449,22,Tosca,Vitali,2001-01-28,IADCYZ28G66P970J,2020-05-23,620481,fbellini@bellini.it
456,57,"Sue ellen",Martini,1999-03-26,DZAYFB86I23A229C,2021-04-13,620488,wamato@messina.com
471,73,Ortensia,Vitali,1996-04-08,HJZUBY67I96E378Q,2021-04-20,620503,egisto11@libero.it
472,38,Sesto,"De Angelis",2000-07-30,EPHHFL18E45I460A,2019-08-29,620504,ileana26@rossetti.net
475,51,Costantino,Morelli,1995-06-22,OYIBJB89V42S323Q,2020-01-03,620507,hvalentini@fabbri.org
477,29,Marco,Sala,1995-08-31,OSVGGM43Z56Q227B,2021-02-25,620509,ursula.ruggiero@deangelis.it
478,1,Rosolino,Fabbri,2002-03-19,EVYCJT52D03Q377I,2021-05-01,620510,yserra@guerra.net
479,22,Folco,Ricci,1998-11-09,DBPTIV13F34S906R,2019-01-20,620511,icaruso@hotmail.com
482,33,Sesto,Pellegrino,1996-04-28,TNCDSX17D47A890O,2018-10-15,620514,bruno.lidia@barone.it
484,42,Pietro,Romano,1999-01-16,LSDLVK48L55U931F,2020-07-29,620516,nferraro@gmail.com
491,62,Adriano,Galli,1997-06-30,XROKAK11A61O616W,2018-09-30,620523,emanuel.palumbo@yahoo.it
492,28,Tommaso,Grassi,2002-02-20,VBCMYL31G18V931E,2019-02-28,620524,lconti@email.it
493,10,Joshua,Montanari,2001-09-22,LAIYPW40J05G962Q,2019-02-18,620525,eusebio.ferretti@yahoo.it
503,37,Rosita,Carbone,1996-12-01,DWDLAA03Y26B223Y,2021-05-06,620535,amartinelli@palmieri.it
509,19,Sibilla,Testa,1999-07-06,CRGHNV71Q91T854D,2020-03-24,620541,oreste79@gmail.com
515,23,Erminio,Bernardi,1996-01-05,SYRBJV61A95Y280V,2018-11-21,620547,joseph06@yahoo.it
516,55,Matilde,Ricci,1998-10-06,CRMQKN79Y05P257Y,2020-09-25,620548,hbianco@email.it
518,7,Giorgio,Marino,2000-07-18,MZIZIT04S59K813U,2020-07-31,620550,pcostantini@carbone.com
522,50,Thea,Serra,2000-12-27,QFBCWJ33G89I907D,2020-07-18,620554,mrinaldi@libero.it
525,6,Nicoletta,Leone,1995-10-27,SPMPWY69X66U068Z,2019-02-01,620557,truggiero@email.it
526,53,Gregorio,Giordano,2001-05-24,PGTLUC05P63W508E,2018-07-28,620558,cirino.villa@email.it
530,2,Emidio,Villa,2001-01-20,GWDEHA82N47D649B,2019-02-10,620562,grazia24@damico.org
531,51,Eufemia,Fabbri,2002-04-04,BUUEXT78W58J705H,2020-06-13,620563,ruggiero.deborah@conte.com
535,42,Pierfrancesco,Leone,1999-10-23,RJONVG85O71F543A,2021-03-20,620567,lombardo.kristel@email.it
539,64,Ileana,Grassi,1997-03-03,PFOEYO10P39G002M,2018-09-12,620571,clea.basile@yahoo.it
540,41,Morgana,Rossi,1998-04-13,UWXAKD82W56W995D,2021-05-05,620572,bnegri@riva.com
543,60,Emilia,Gentile,2000-10-05,DDQQCU59N95R424H,2020-07-09,620575,bettino.dangelo@deangelis.it
556,42,Nayade,Villa,2001-11-12,MGEUAP90J53P071R,2019-02-16,620588,palumbo.trevis@gmail.com
562,22,Edilio,Pellegrini,2000-08-11,KSUBGF21O80J139B,2020-07-04,620594,dferretti@serra.com
565,27,Violante,Grassi,1998-03-10,UIPDCD14L86Q934E,2019-12-28,620597,dangelo.giordano@russo.com
567,65,Dylan,Battaglia,1999-05-09,JCVDWM07C61D107Y,2020-11-23,620599,rebecca43@messina.com
571,57,Marzio,Benedetti,1997-01-01,JRMCIY81X48I962U,2019-07-19,620603,jconti@colombo.com
577,44,Abramo,Orlando,1998-05-16,AJLOLE83N10G533U,2019-05-01,620609,rlombardo@yahoo.com
585,70,Giuliano,Sorrentino,2001-12-13,JIROLY88A91L800F,2018-10-28,620617,santoro.ippolito@yahoo.it
593,29,Vitalba,Grasso,1997-01-19,ZEIETM34X56F377F,2019-02-23,620625,rricci@yahoo.com
595,15,Joey,Bellini,2002-05-30,IXUDHI68T95X097G,2020-06-07,620627,galli.manuele@marini.it
597,71,Kris,Rossi,1999-04-18,IRFYUF13G10S576B,2021-01-02,620629,ferraro.mariagiulia@yahoo.com
598,48,Donatella,Messina,2001-04-17,VPIAZQ26G74I974P,2019-06-29,620630,jari73@palumbo.it
600,20,Vinicio,Russo,1997-12-25,NKIWZE81Q01M557Q,2019-06-10,620632,moretti.carmelo@libero.it
601,55,Dindo,Parisi,1999-04-04,KNFOAC99Q20D814Z,2020-06-29,620633,hesposito@yahoo.it
602,59,Boris,Ricci,1999-08-04,YLAXWW47W41L599Z,2019-01-13,620634,basile.cesidia@negri.net
612,68,Celeste,Benedetti,1995-12-28,MYCFLK90T45O454X,2019-03-15,620644,ldamico@yahoo.com
614,17,Lia,Conte,2000-07-03,ZXHCSB28H33E650Q,2018-06-26,620646,timothy.palumbo@libero.it
617,32,Celeste,Costantini,1999-08-22,CFGDWE58P39A918M,2021-04-16,620649,fiore.laura@bruno.it
622,19,Samira,Rossi,2000-07-24,AEICYE42N34D185C,2021-01-02,620654,celeste.piras@libero.it
627,58,Rocco,Conte,1997-07-06,OWEKOD00J36V424D,2020-04-05,620659,fiore.marvin@morelli.it
628,52,Michele,Milani,1996-07-02,QOUTAI90N63Y236M,2020-03-04,620660,laura05@martini.net
629,72,Leone,Caruso,2002-04-08,HQUMYW87M78Q781Q,2018-07-28,620661,lmarchetti@marini.org
631,73,Erminio,Mancini,1995-08-24,CFLSRQ15A42O748L,2021-03-25,620663,nmariani@hotmail.com
641,9,Isabel,Donati,1995-10-19,MZZZYK05Y80I619J,2020-06-09,620673,fmartino@morelli.it
644,16,Radio,Grasso,1998-05-30,KIFOSF43R13O659M,2019-09-16,620676,pellegrini.demi@palmieri.org
647,38,Battista,Gallo,2001-01-04,CSDSRK85B19R515U,2019-03-14,620679,pmonti@conte.org
648,37,Armando,Morelli,1998-01-29,UMPNWT76H02V909T,2019-08-02,620680,ninfa.testa@gmail.com
651,64,Mietta,Bianchi,1999-05-05,LSSDEM15M86Q351S,2020-10-13,620683,cassiopea43@yahoo.com
656,57,Ethan,Sala,2000-03-04,ZNLIAB20F59J301D,2018-07-17,620688,bianco.ursula@russo.it
665,30,Gastone,Piras,1998-10-04,CMZKDH37D74Y858K,2021-03-14,620697,hferrari@amato.it
666,72,Adriano,Galli,1996-06-13,ZNYUAG95R03B815D,2021-01-23,620698,ubaldo.sartori@gallo.com
673,30,Osvaldo,Vitali,2000-02-23,AEEWLJ36A59Q538J,2021-02-07,620705,umberto44@hotmail.com
674,31,Albino,Esposito,1996-01-22,DYSVLM10A58L427D,2019-02-28,620706,germano.rizzo@lombardo.com
675,41,Violante,Cattaneo,2000-08-20,PUEPVG15B52Z677C,2019-03-16,620707,martino.liborio@marini.com
678,36,Benedetta,Milani,2001-02-07,TZMYME05Y44K946D,2019-11-28,620710,marino.vienna@bellini.it
679,71,Maristella,Fabbri,1999-03-09,UJKYKT18P32Q176M,2020-04-09,620711,priamo65@coppola.com
682,32,Battista,Marino,2002-01-09,NIDWMI25R11K582Q,2020-10-23,620714,giuliani.manfredi@testa.it
689,18,Olimpia,Marino,2002-02-21,YVDFWH64W65Q190H,2019-04-01,620721,lucia49@yahoo.it
696,48,Marieva,Fabbri,2000-03-29,DZXVNZ72T26Y486C,2018-07-05,620728,demian54@libero.it
700,33,Piccarda,Orlando,1997-04-30,NUGBOZ50H06T010V,2020-01-22,620732,ipellegrino@email.it
706,6,Moreno,Ruggiero,1996-07-27,JQQNMF48E37L957E,2021-01-12,620738,ursula20@yahoo.it
708,58,Guendalina,Valentini,1998-10-13,BVZEVU11H55L269P,2019-09-25,620740,edilio.lombardi@barbieri.com
722,26,Iacopo,"De Santis",1996-10-03,RPHPXZ99H44M638T,2020-11-07,620754,lidia27@orlando.net
723,1,Guendalina,Sorrentino,1996-10-04,RZYHXT42B44Q947U,2018-08-17,620755,domiziano78@libero.it
739,58,Ingrid,Costantini,2001-12-26,MRIYVE36L03C563W,2019-08-25,620771,fmoretti@gmail.com
741,33,Caio,Greco,1995-06-15,EBDHAJ75Z07B215O,2021-02-14,620773,rosita87@email.it
742,14,Gianantonio,Pellegrino,2002-05-13,VWYYXD73B36S525S,2019-10-15,620774,dbarbieri@gmail.com
743,54,Filomena,Sanna,2000-09-10,ZCZKKP42F46Z641V,2021-03-13,620775,vitali.lauro@yahoo.it
745,18,Flavio,Grasso,2001-02-19,RKZXTY99D31F147N,2020-01-24,620777,dangelo.max@hotmail.com
748,63,"Sue ellen",Bernardi,2000-02-02,HUBRQI87X42T389W,2020-11-05,620780,costantino.donati@parisi.it
751,54,Marina,Sanna,1996-04-19,OOGYKH03L53Y976P,2019-12-03,620783,lfabbri@valentini.it
756,37,Jelena,Martino,2000-11-04,QIWAPU18K20V785E,2020-10-09,620788,rizzi.augusto@hotmail.com
758,37,Demi,Giuliani,2002-05-29,YQAECW09G34Y693T,2020-09-11,620790,palumbo.damiano@sanna.it
762,46,Giulio,Damico,2000-11-20,MVYKMJ18Z61M754B,2019-03-02,620794,orizzo@sartori.com
766,10,Fortunata,Bellini,1998-07-03,FGBSXF62R46B842E,2019-03-09,620798,npalmieri@galli.it
768,66,Evita,D'angelo,1996-10-07,FCFJLJ15T28R347L,2020-01-16,620800,alighieri.morelli@martino.it
769,27,Max,Ferri,2002-01-22,ALBWPE07P44Y185K,2020-04-08,620801,fiorenzo62@gmail.com
771,74,Evita,Basile,2000-09-28,PSSMNW22U09E242K,2019-07-13,620803,gdamico@libero.it
773,30,Domiziano,Esposito,2000-07-15,HQUZCY27P89G750A,2019-03-19,620805,giordano59@damico.it
775,41,Bortolo,Pellegrino,1999-04-20,TNMZOV53E67T827S,2020-10-11,620807,luce08@hotmail.com
776,29,Boris,"De Angelis",1996-06-27,SWYGHN00E91Z794P,2019-01-27,620808,ubattaglia@yahoo.it
778,2,Danthon,Pellegrini,2000-01-09,UVCRYT37Y24T566Y,2019-11-27,620810,zpalmieri@yahoo.com
780,66,Umberto,Longo,1998-03-17,DKIJKM79S10I412C,2019-10-07,620812,donatella.testa@ruggiero.it
792,68,Carmela,Riva,1999-06-27,DXJHTN19M38M833O,2019-05-16,620824,cosetta.parisi@montanari.net
794,6,Omar,Vitali,2000-12-15,SFPXTD13Z21G539Z,2020-02-15,620826,rossetti.timoteo@yahoo.com
799,13,Giovanna,Longo,1995-06-23,IEOXED26V07R929Z,2020-11-19,620831,jack80@esposito.net
801,28,Abramo,Mariani,1995-08-28,NYRGFF30P44B227T,2020-11-12,620833,penelope15@yahoo.it
805,66,Priamo,Mancini,2001-07-31,JQZHIJ10U06M003X,2019-01-27,620837,fontana.claudia@yahoo.com
813,56,Cassiopea,Benedetti,1999-09-08,FFFEWN13J70A939V,2019-09-02,620845,kcosta@gmail.com
818,10,Naomi,Damico,1996-09-16,ODOVOA83Y44A306I,2019-07-22,620850,cosetta.colombo@marchetti.org
819,35,Doriana,Marino,1998-11-16,MEPDBJ17X29O734Q,2019-09-19,620851,greco.orfeo@leone.net
820,56,Evangelista,Cattaneo,2000-02-26,YTOZHG13Y27Z615M,2019-11-15,620852,desantis.clodovea@hotmail.com
821,74,Grazia,Vitali,1995-12-02,RJTFGG63U68R867A,2018-11-09,620853,lcolombo@benedetti.com
822,52,Osea,Ferretti,2001-07-14,PMGDOM61N98D535C,2019-09-11,620854,martinelli.brigitta@rizzo.net
827,73,Ermes,Caputo,1995-11-08,WEZFVE47S76Z013H,2020-03-25,620859,cristyn.conte@giordano.it
828,7,Diana,Grassi,1999-12-26,ROIQIA21R63K252J,2019-03-25,620860,villa.maruska@gentile.com
833,21,Erminia,Longo,2001-08-25,BMGNMI37O95C318R,2019-11-05,620865,silvestri.giorgio@costa.it
837,16,Akira,Ferrari,1998-12-29,NAWMGX44U89C344O,2020-01-01,620869,dmessina@deluca.it
840,32,Lamberto,Gallo,1997-11-13,ZIUEOT31J16H356C,2019-11-20,620872,audenico.amato@hotmail.com
847,57,Luce,Costa,1997-11-29,RMCBVX85C42F382B,2020-10-13,620879,jole12@email.it
849,72,Gelsomina,Rossetti,1995-06-28,SHQJZB81P69C361U,2019-10-13,620881,mirco.basile@longo.it
868,69,Damiano,Lombardo,1999-10-07,BLVXIL73S37G610H,2021-03-02,620900,danuta.deluca@rizzi.net
870,72,Arduino,Palumbo,1997-10-15,WINACM79K54R165U,2019-07-29,620902,selvaggia.lombardi@guerra.com
873,25,Radames,Russo,2000-01-02,PRUHEC64U82Q350J,2021-02-03,620905,basile.kai@sorrentino.it
879,6,Marina,Coppola,1998-09-28,NJNELP60R52H263J,2021-04-04,620911,damico.danny@yahoo.com
886,19,Nabil,Vitali,2002-02-17,AUOEZL55J78V076O,2020-05-02,620918,bellini.ileana@yahoo.com
889,21,Ninfa,Gatti,1998-10-04,CGNNSO41J91X966Y,2020-12-28,620921,ingrid07@yahoo.com
890,42,Kristel,Valentini,1997-05-27,ZJMFUF54N04T146B,2019-03-02,620922,nunzia16@libero.it
891,15,Edipo,Pellegrini,1996-11-06,GDAZOY73D39O730E,2019-04-11,620923,quirino92@fiore.it
892,61,Bernardo,Russo,2001-03-07,RPCNLN13H32D706M,2019-09-13,620924,flaviana11@yahoo.com
902,8,Ivonne,Mazza,1997-08-18,QPJUXX15U69C313A,2019-10-29,620934,edilio32@yahoo.it
908,30,Elsa,Costantini,1997-12-18,SDBUKF35Z90I933G,2021-03-18,620940,aroldo56@gmail.com
913,61,Sabino,Rossi,1996-06-29,VTBIYW44R31L509R,2018-10-05,620945,flaviana.gallo@caputo.org
917,4,Cira,Bernardi,2000-05-29,OXHHBK64E54G971G,2018-12-14,620949,efabbri@farina.it
928,61,Demis,Montanari,1998-09-26,RGUALO55N98Y861T,2018-08-16,620960,vitali.bibiana@dangelo.com
937,43,Elsa,Bellini,1996-02-28,KKZPPB30P18V909L,2021-01-22,620969,iesposito@romano.it
938,10,Noah,Vitali,1999-08-02,QDIXWE72A15T511S,2019-03-01,620970,gvilla@yahoo.it
